Multithreaded Web Crawler Started - Query: 'Stephen'
Number of threads: 20
Start Time: 2025-09-30 09:18:46
================================================================================
URL                                                Size     Time                 Code   Priority   Domain P.  Depth 
================================================================================

Fetching seed URLs for query: 'Stephen'
Found 10 seed URLs
https://mathoverflow.net/questions/501022/is-every 103474   2025-09-30 09:19:18  200    9.7658     9.9658     2     
https://mathoverflow.net/users/574129/anon         94932    2025-09-30 09:19:18  200    9.7658     9.9658     2     
https://superuser.com/users/382483/gjc             154819   2025-09-30 09:19:18  200    9.7658     9.9658     2     
https://mathoverflow.net/questions/tagged/nt.numbe 304032   2025-09-30 09:19:18  200    9.7658     9.9658     2     
https://mathoverflow.net/users/574129/anon         94932    2025-09-30 09:19:18  200    9.7658     9.9658     2     
https://mathoverflow.net/questions/tagged/advice   283560   2025-09-30 09:19:18  200    9.7658     9.9658     2     
https://mathoverflow.net/questions/tagged/galois-t 309708   2025-09-30 09:19:18  200    9.7658     9.9658     2     
https://mathoverflow.net/questions/tagged/soft-que 293455   2025-09-30 09:19:18  200    9.7658     9.9658     2     
https://superuser.com/questions/tagged/website     342837   2025-09-30 09:19:19  200    9.7658     9.9658     2     
https://mathoverflow.net/questions/tagged/algebrai 310037   2025-09-30 09:19:19  200    9.7658     9.9658     2     
https://mathoverflow.net/questions/tagged/career   277729   2025-09-30 09:19:19  200    9.7658     9.9658     2     
https://charcoal-se.org/index.html                 12979    2025-09-30 09:19:19  200    9.7658     9.9658     2     
https://www.nltk.org/book/ch06.html                196277   2025-09-30 09:19:19  200    9.7658     9.9658     2     
https://cloud.google.com/products/ai?hl=en         2094808  2025-09-30 09:19:20  200    9.7658     9.9658     2     
https://spamassassin.apache.org/index.html         15537    2025-09-30 09:19:20  200    9.7658     9.9658     2     
https://mathoverflow.net/questions/500927/where-is 134342   2025-09-30 09:19:20  200    9.7658     9.9658     2     
https://superuser.com/questions/1925793/edge-in-wi 148659   2025-09-30 09:19:20  200    9.7658     9.9658     2     
https://superuser.com/questions/1925782/why-is-a-c 157200   2025-09-30 09:19:20  200    9.7658     9.9658     2     
https://www.biblegateway.com/passage/index.html?se 0        2025-09-30 09:19:20  404    9.7658     9.9658     2     
https://www.biblegateway.com/passage/index.html?se 0        2025-09-30 09:19:20  404    9.7658     9.9658     2     
https://www.biblegateway.com/passage/index.html?se 0        2025-09-30 09:19:20  404    9.7658     9.9658     2     
https://www.biblegateway.com/passage/index.html?se 0        2025-09-30 09:19:20  404    9.7658     9.9658     2     
